UUID,Brand name,Title,Product image,Condition,Price,Item #:,Estimated Retail Price:,Dimensions:,Includes:,Circa:,Made In:,Size:,Handle Drop:,Strap Length:,Exterior Color:,QA Tag:,Exterior Material:,2nd Strap Length:
5dfe8fc9-7108-4971-b112-2d6f77188fc8,Celine,White Supple Calfskin Medium Romy,https://mygemma.com/cdn/shop/files/139557-fv_0e8eeec3-062e-4df5-88ce-7b8de2148cfb_200x200.jpg?v=1727797165,Very Good,"$1,800",139557,"2,950",14.0 x 8.0 x 2.5,Dustbag,2021,Italy,,,9.00,,,,
c1ba09a7-1ab4-46cd-9516-b88cfecf1a37,Chanel,Navy Quilted Lambskin Top Handle Vanity Case With Chain,https://mygemma.com/cdn/shop/files/139519-fv_a056ca8c-f630-40a0-89ac-038b8a516150_200x200.jpg?v=1727941019,Very Good,"$4,600",139519,,6.5 x 4.0 x 3.0,Dustbag,2023,Italy,,2,22.5,,,,
df407641-271a-4d85-af8b-e3c37704ec2b,Louis Vuitton,Black Epi Buci,https://mygemma.com/cdn/shop/files/139508-fv_200x200.jpg?v=1727926225,Very Good,"$1,900",139508,"2,230",9.2 x 6.0 x 3.3,Box;Dustbag;Receipt;Gift Ribbon;Removable Straps,2021-2023,Spain,,,12-21,,,Epi,
01fa34e3-4ee8-4be6-b0ec-5ebc102c81bd,Chanel,Green Quilted Lambskin Small Trendy CC Dual Handle Flap Bag,https://mygemma.com/cdn/shop/files/139504-fv_5c6283e1-50ad-422c-9fb2-08f0fa83e413_200x200.jpg?v=1727926202,Excellent,"$5,400",139504,,9.8 x 6.8 x 3.0,Dustbag;Authenticity Card,2014-2015,Italy,,3.5,19,,,Lambskin,
c14a755b-998f-48a1-a4dd-afddd2a665ed,Louis Vuitton,Damier Ebene Canvas Hampstead MM,https://mygemma.com/cdn/shop/files/139473-fv_200x200.jpg?v=1727926176,Very Good,"$1,150",139473,,14.0 x 11.0 x 6.5,Dustbag,2010,France,,,9,Damier Ebene,,Canvas,
d68c1828-1674-434f-b0b2-4749e66a8c6c,Louis Vuitton,Monogram Canvas Boite Chapeau Souple PM,https://mygemma.com/cdn/shop/files/139460-fv_200x200.jpg?v=1727926159,Good,"$1,500",139460,,7.0 x 6.5 x 3.0,None,2020,France,,,23.5,,,,
7abab2c2-2321-4d4d-853c-64a3803d7713,Louis Vuitton,Amarante Vernis Felicie Pochette,https://mygemma.com/cdn/shop/files/139455-fv_9d340bba-68f1-4c64-8c13-44b6be7fdda5_200x200.jpg?v=1727926139,Very Good,"$1,200",139455,,8.3 x 5.0 x 1.0,Dustbag;Removable Straps,2017,France,,,22,,,,
98b682c2-3954-4943-ba22-9ae32fea032a,Chanel,Teal Suede Goatskin Diamond Fringe Medium Flap Bag,https://mygemma.com/cdn/shop/files/139437-fv_200x200.jpg?v=1727926118,Very Good,"$3,800",139437,,11.5 x 7.5 x 3.0,Dustbag,2019,Italy,,,10-19,Teal,,,
930d4ac3-8b76-4ea9-bd35-dc29e670afcd,Chanel,White Chevron Calfskin Casual Trip Flap Clutch,https://mygemma.com/cdn/shop/files/139434-fv_0f8dbc4c-9bd4-45f1-a899-7a3b39b8957c_200x200.jpg?v=1727926100,Very Good,"$2,300",139434,,12.0 x 7.3 x 1.5,Dustbag,2019,Italy,,,,,,,
1a7f733f-4893-460c-92d1-c7fab78f7ee6,Chanel,Black Quilted Shearling Paris Hamburg Small Backpack,https://mygemma.com/cdn/shop/files/139433-fv_200x200.jpg?v=1727926082,Excellent,"$3,900",139433,,10.0 x 10.0 x 4.3,Dustbag,2018-2019,Italy,,,,Black,,Shearling; Lambskin,
1b03625f-9a21-409d-b169-ba23f146afa6,Unknown Brand,Ecru Gray Oblique Jacquard Large Book Tote,https://mygemma.com/cdn/shop/files/139418-fv_bd176f62-9fc1-4145-bef9-656803dd090f_200x200.jpg?v=1727895475,Very Good,"$2,500",139418,"3,500",16.5 x 14.0 x 7.5,Dustbag,2020,Italy,Large,6.5,6.5,,,,
bc3505c6-c638-4faf-b2db-16d6e5b38402,Chanel,22A Grey Quilted Lambskin Medium Classic Double Flap Bag,https://mygemma.com/cdn/shop/files/139413-fv_200x200.jpg?v=1727931474,Excellent,"$8,900",139413,"10,200",9.9 x 6.0 x 2.5,Box;Dustbag;Care Booklet,2021-2023,France,Medium,,9-16,,,,
917fdafe-bafc-4689-8745-0a0e5e0a48d2,Chanel,Pink Quilted Lambskin Medium Trendy CC Top Handle Bag,https://mygemma.com/cdn/shop/files/139382-fv_200x200.jpg?v=1727926063,Good,"$4,900",139382,,11.8 x 4.7 x 3.0,Authenticity Card,2018-2019,Italy,,4,18.5,,,Lambskin,
2432195f-41ae-431f-b497-1f253277c5af,Chanel,Vintage Red Suede Diamond Stitch Tassel Barrel Clutch,https://mygemma.com/cdn/shop/files/139374-fv_200x200.jpg?v=1727926043,Excellent,"$2,100",139374,,7.0 x 4.0 x 3.3,Dustbag;Authenticity Card,1986-1988,Italy,,,17,,,,
72755039-c2f4-4810-8afe-d6ce201a9b30,Saint Laurent,Black Grain De Poudre Triquilt Medium Envelope Shoulder Bag,https://mygemma.com/cdn/shop/files/139359-fv_4505f842-59b3-4495-8cd9-d1efa22ee323_200x200.jpg?v=1727926018,Excellent,"$2,100",139359,"2,950",9.5 x 6.3 x 2.2,Box;Dustbag;Gift Ribbon;Care Booklet,2021,Italy,Medium,,12-22,,,,
40d24580-7495-45ce-b576-d2de1cf49a45,Louis Vuitton,Damier Graphite Canvas Trocadero MM,https://mygemma.com/cdn/shop/files/139341-fv_200x200.jpg?v=1727925999,Good,"$1,100",139341,,13.0 x 10.0 x 3.5,Box;Dustbag;Receipt,2019,Spain,MM,,22,,,,
037bc1fd-2c72-4275-b782-12cf1f517e9a,Chanel,Burgundy Quilted Lambskin Medium Trendy CC Bowling Bag,https://mygemma.com/cdn/shop/files/139326-fv_68ebb96f-81c9-47e8-a4e2-84e08114a288_200x200.jpg?v=1727925978,Very Good,"$3,300",139326,,10.0 x 7.0 x 6.0,,2015-2016,Italy,,4,18,,,Lambskin,
a6ff39eb-6e7f-4771-ad45-35f578e244e3,Louis Vuitton,Black Beige Monogram Empreinte Speedy Bandouliere 25,https://mygemma.com/cdn/shop/files/139228-fv_eefdc61a-80d7-4fc5-a7bc-ed6d102d1655_200x200.jpg?v=1727895350,Very Good,"$2,300",139228,"2,870",10.0 x 8.5 x 5.5,Dustbag;Removable Straps,2021-2023,France,25,3.5,19.5,,,,
c73d3b1c-7787-482a-8862-f2b091ec2ef6,Saint Laurent,Black Grain De Poudre Monochrome Medium Kate Chain Bag,https://mygemma.com/cdn/shop/files/139172-fv_2e4d2871-67a7-408c-a8df-ef7184f568a8_200x200.jpg?v=1727925958,Excellent,"$2,100",139172,"2,500",9.3 x 6.0 x 2.0,Dustbag;Care Booklet;Retail Tag,2023,Italy,,,18,,,,
df3c8b8c-683a-4c2c-ac93-0322e17f0c19,Prada,Black Re-Nylon Front Pocket Shoulder Bag,https://mygemma.com/cdn/shop/files/139018-fv_200x200.jpg?v=1727925938,Excellent,"$1,700",139018,"2,050",10.0 x 8.0 x 3.5,Receipt;Care Booklet,,Italy,,,17,,255,,
452ea64f-4bb4-4cbf-bbbc-103f270efd5c,Saint Laurent,Crema Soft Calfskin Medium Sunset Chain Bag,https://mygemma.com/cdn/shop/files/139011-fv_200x200.jpg?v=1727932199,Pristine,"$1,900",139011,,9.0 x 6.5 x 2.5,Clochette;Dustbag;Care Booklet;Retail Tag,2023,Italy,,11,21,Crema,,,
d44cc314-400a-4518-b267-6eb9bd424dc8,Hermès,Jaune Ambre Togo Retourne Kelly 32 PHW,https://mygemma.com/cdn/shop/files/138731-fv_200x200.jpg?v=1727895285,Very Good,"$13,900",138731,,12.5 x 8.75 x 4.75,Box;Clochette;Dustbag;Lock;Key;Removable Straps,2018,France,32,3,17,,,,
750984e9-1233-439e-ba88-b26eacc76a56,Gucci,Black Yellow Fluo Wonka Grain Calfskin Mini Diana Tote,https://mygemma.com/cdn/shop/files/137642-fv_200x200.jpg?v=1727895269,Excellent,"$2,500",137642,"3,300",8.0 x 6.0 x 3.5,Additional Strap;Dustbag;Care Booklet;Removable Straps,,Italy,Mini,3,22,,,Calfskin,
9898595f-ddd7-4e14-a685-42541e64199f,Louis Vuitton,Brown Monogram Canvas Trouville,https://mygemma.com/cdn/shop/files/137287-fv_200x200.jpg?v=1727925916,Fair,$650,137287,"1,070",11.0 x 9.0 x 4.0,None,2004,France,,4,,LV Monogram,,Monogram Coated Canvas,
3d63ac38-306c-4406-91cf-f01a2ac5a566,Chanel,Black Quilted Satin CC Tassel Box Clutch,https://mygemma.com/cdn/shop/files/138211-fv_5b1fbd93-b975-4a2e-9e70-688378c5782f_200x200.jpg?v=1727936546,Good,"$2,250",138211,,5.5 x 4.0 x 3.5,Dustbag;Tassels,1991-1994,Italy,,,22,,,,
1931d35c-d20e-4f8c-8840-661fbbd7a46a,Unknown Brand,White Gold Oblique Embroidery Large Book Tote,https://mygemma.com/cdn/shop/files/u139963-fv_200x200.jpg?v=1727895168,Excellent,"$2,500",139963,"3,600",16.25 x 13.5 x 7.0,Dustbag,2023,Italy,Large,6.25,,,,,
dee9bffe-5b97-4991-ad58-f29616775828,Louis Vuitton,Black Multicolor Monogram Canvas Game On Felicie Pochette,https://mygemma.com/cdn/shop/files/u138859-fv_200x200.jpg?v=1727929030,Excellent,"$1,850",138859,"1,350",8.5 x 4.5 x 1.25,Box;Dustbag,2020,Italy,,,22,Game On,,Monogram Canvas,
0799bf07-f73e-4fb9-aa86-4a81116bcfe4,Louis Vuitton,Monogram Giant Empreinte Infinity Dots Neverfull MM,https://mygemma.com/cdn/shop/files/139542-fv_200x200.jpg?v=1727926500,Excellent,"$3,100",139542,"3,650",13.0 x 11.25 x 6.0,Clochette;Dustbag;Pochette,2021-2023,Spain,,,8,,,,
7e34c6f5-d4a4-4dae-8289-0c49804c808b,Louis Vuitton,Pink Cream Tricolour Soft Calfskin MyLockme BB,https://mygemma.com/cdn/shop/files/139367-fv_200x200.jpg?v=1727925752,Pristine,"$2,100",139367,"2,570",8.9 x 6.7 x 2.2,Care Booklet;Retail Tag,2018,France,BB,11.4,20.9,,,,
4cf5ce77-c7b2-43f3-9588-e1791dd4ce2f,Unknown Brand,Red Leather Studded Diorama Vertical Clutch On Chain,https://mygemma.com/cdn/shop/files/139366-fv_200x200.jpg?v=1727894955,Excellent,"$1,200",139366,,4.5 x 7.0 x 3.0,None,2017,Italy,,,22,,,,
fd0742ee-0e7a-4133-a9b7-16340daee09f,Bottega Veneta,Mermaid Intrecciato Lambskin Candy Loop,https://mygemma.com/cdn/shop/files/139364-fv_200x200.jpg?v=1727943165,Pristine,"$1,000",139364,"1,450",5.5 x 3.5 x 2.2,Dustbag,,Italy,Candy,,21,Mermaid,,,
5b096942-ab44-42f5-9381-516fdbbec2e2,Saint Laurent,Black Matelasse Chevron Lambskin Medium College Bag,https://mygemma.com/cdn/shop/files/139357-fv_14988e40-e98e-427a-87a1-3cbcac23203b_200x200.jpg?v=1727896767,Good,"$1,700",139357,"2,650",9.5 x 7.0 x 2.5,Dustbag,2022,Italy,Medium,2.5,,,,,
6c28e789-db68-4916-be38-f4e53bdf031b,Chanel,Pink Iridescent Quilted Caviar Round Clutch With Chain,https://mygemma.com/cdn/shop/files/139328-fv_200x200.jpg?v=1727927966,Excellent,"$2,500",139328,,4.6 x 4.6 x 2.0,Authenticity Card,2019,Italy,,,23,,,,
494bbd49-7aea-4006-9e6b-bcddf2908fb8,Louis Vuitton,Monogram Canvas Noe BB,https://mygemma.com/cdn/shop/files/139311-fv_200x200.jpg?v=1727925709,Good,"$1,150",139311,"1,620",8.2 x 9.5 x 5.7,None,2017,France,BB,,19,,,,
e5f0681c-af1f-4011-92b7-32e20d39bb70,Louis Vuitton,Damier Ebene Canvas Siena MM,https://mygemma.com/cdn/shop/files/139296-fv_200x200.jpg?v=1727925686,Excellent,"$1,700",139296,,13.0 x 10.0 x 5.5,Box;Dustbag;Removable Straps,2017,US,MM,4.5,19-21,Damier Ebene,,Damier Coated Canvas,
d16eb7c8-3006-49b4-bbdc-50ec60ec5311,Chanel,Pink Chevron Calfskin Evening Clutch With Chain,https://mygemma.com/cdn/shop/files/139250-fv_b4750692-ab2e-438e-ac39-3933e5ae9685_200x200.jpg?v=1727925663,Very Good,"$2,300",139250,,7.0 x 5.0 x 1.5,Dustbag,2019,France,Small,,20,,,Calfskin,
4d7b9017-3441-4c26-93f5-6e23c8e09d86,Chanel,Black Lambskin Medium Enchained Boy Bag,https://mygemma.com/cdn/shop/files/139244-fv_6d6f1350-d6d2-48d0-9b8c-ec92260ded13_200x200.jpg?v=1727925641,Good,"$4,400",139244,,9.5 x 6.5 x 3.0,Box;Dustbag;Gift Ribbon;Care Booklet;Authenticity Card,2013-2014,Italy,,,10-20,,,,
4d079c73-2df3-452b-b5e4-f8096ca0357f,Louis Vuitton,Black Taiga Alex Messenger PM,https://mygemma.com/cdn/shop/files/139231-fv_3d3e3814-1b37-4b02-a415-1e46baa7618b_200x200.jpg?v=1727925620,Very Good,$900,139231,,11.0 x 9.5 x 2.0,Dustbag,2019,Spain,PM,,13-23,,,Taiga,
0821958b-6a84-4fdb-ad0b-17bb0684fa7e,Saint Laurent,Dark Sand Lambskin Suede Medium Jamie Chain Bag,https://mygemma.com/cdn/shop/files/139226-fv_fa0270fc-baa5-4365-8ab2-646910fe0815_200x200.jpg?v=1727925600,Pristine,"$1,900",139226,,10.0 x 6.0 x 3.0,Dustbag;Care Booklet,2023,Italy,Medium,11,19,,,,
4df53fc3-e3a5-4368-89b9-7b1460ed59b6,Louis Vuitton,Monogram Eclipse Canvas Soft Trunk Wallet,https://mygemma.com/cdn/shop/files/139219-fv_f9b9428c-d199-482c-95e3-c05aaa2fa704_200x200.jpg?v=1727925579,Excellent,"$2,300",139219,"2,430",9.0 x 5.0 x 2.0,Dustbag;Removable Straps,2021-2023,France,,,17-22,Black; Monogram Eclipse,,Monogram Coated Canvas; Cowhide Leather,
33af7955-a86a-4fa1-9446-faacd0a4fb93,Louis Vuitton,Black Monogram Canvas Kimono PM,https://mygemma.com/cdn/shop/files/139129-fv_200x200.jpg?v=1727932219,Good,"$1,850",139129,,10.0 x 9.5 x 5.25,Dustbag,2016,France,PM,5,,,,,
bba6e409-9b00-4405-bd65-671eb42cb72f,Saint Laurent,Taupe Smooth Calfskin Le 5 A 7 Hobo,https://mygemma.com/cdn/shop/files/139035-fv_200x200.jpg?v=1727925556,Excellent,"$1,900",139035,"2,400",9.5 x 6.0 x 2.25,Dustbag;Care Booklet;Retail Tag,2022,Italy,,,8,Taupe,,,
d9b7643e-b89f-4a1d-b13e-0bdaf895de02,Saint Laurent,Olive Velvet Small Vicky Chain Bag,https://mygemma.com/cdn/shop/files/139144-fv_f505f55d-94b1-4777-8167-541bdab7004e_200x200.jpg?v=1727925122,Pristine,"$1,700",139144,"2,350",7.0 x 6.0 x 2.5,Dustbag;Care Booklet;Retail Tag,2023,Italy,Small,,20,Olive,,,
1d18ea1e-4a28-4858-ae70-503c7f8da76b,Hermès,Sesame Epsom Constance Slim Wallet PHW,https://mygemma.com/cdn/shop/files/139108-fv_200x200.jpg?v=1727927945,Pristine,"$3,100",139108,,4.7 x 4.0 x 0.5,Box;Dustbag;Felt Protector,2023,France,,,,,,,
980c8c03-f9dc-432c-9a06-d5b042e0994d,Gucci,Beige GG Supreme Canvas Blondie Shoulder Bag,https://mygemma.com/cdn/shop/files/139019-fv_fe4b1a98-d0fd-4470-96d6-4576d8513dfd_200x200.jpg?v=1727894317,Excellent,"$2,300",139019,"3,100",11.0 x 7.0 x 1.5,Additional Strap;Box;Dustbag;Care Booklet;Retail Tag;Removable Straps,,Italy,,,9,Brown; Ebony; Beige,,GG Supreme Coated Canvas;,16
46d228dd-b0f9-4176-80b7-d9ec992bb22e,Saint Laurent,Dark Natural Grain De Poudre Mini Lou Camera Bag,https://mygemma.com/cdn/shop/files/138971-fv_200x200.jpg?v=1727925103,Pristine,"$1,350",138971,"1,690",7.5 x 5.0 x 2.0,Box;Dustbag;Care Booklet,2022,Italy,,,21,,,,
464ccfae-0ee8-4fa7-a695-1bdc50201653,Chanel,White Quilted Caviar Chain Melody Waist Belt Bag,https://mygemma.com/cdn/shop/files/138855-fv_d494580c-f075-4d87-b9e0-1aaea5be54bf_200x200.jpg?v=1727926905,Very Good,"$4,400",138855,,7.25 x 4.25 x 1.8,None,2021-2023,Italy,,,15,,,,
187cae92-2eb9-455c-abae-b0a4455d90ad,Louis Vuitton,Monogram Canvas Petit Noe NM,https://mygemma.com/cdn/shop/files/138853-fv_6eb79838-b89c-4d90-88c5-b250bf60bd81_200x200.jpg?v=1727936786,Very Good,"$1,350",138853,"1,690",9.8 x 10.6 x 7.9,None,2013,France,Petit,,10-12,,,,
464272c7-cc82-4321-a8dd-71e9921d24d8,Chanel,Black Quilted Caviar Jumbo Classic Double Flap Bag,https://mygemma.com/cdn/shop/files/138829-fv_2dbf328c-b3f8-4ffc-81be-e92f83cd9678_200x200.jpg?v=1727894300,Excellent,"$8,100",138829,,12.0 x 8.0 x 3.9,Box;Dustbag;Care Booklet,2020,Italy,Jumbo,,13-24,,,,
67e57087-6bd4-4cff-b05b-e3d2f36b79ce,Louis Vuitton,Tuffetage Monogram Canvas Soft Trunk Clutch,https://mygemma.com/cdn/shop/files/138791-fv_6e8cdef0-0fc3-498e-846c-408812e4cecf_200x200.jpg?v=1727925082,Very Good,"$1,500",138791,,8.6 x 5.0 x 1.5,Box;Dustbag;Care Booklet,2019,France,,5.00,,,,,
9833da2f-f51b-4ddb-a6ed-72b612043bf5,Louis Vuitton,Monogram Macassar Canvas Dean Backpack,https://mygemma.com/cdn/shop/files/138798-fv_200x200.jpg?v=1727924946,Excellent,"$2,300",138798,,12.0 x 17.0 x 5.5,None,2021-2023,Italy,,2,14,,,,
9d3794de-9330-4a84-9ae9-433c589b9bd6,Chanel,Black Quilted Lambskin Medium Classic Double Flap Bag,https://mygemma.com/cdn/shop/files/139222-fv_576d90e8-0ab0-4945-af29-19dcddf383fd_200x200.jpg?v=1727894039,Very Good,"$9,500",139222,"10,200",10.0 x 6.0 x 2.5,Box;Dustbag;Receipt;Care Booklet;Retail Tag,2021-2023,France,Medium,,9-17,,,,
e8116266-4761-4ba4-a412-36e240115fa1,Chanel,White Calfskin Small Braided Chain Chic Flap Bag,https://mygemma.com/cdn/shop/files/139215-fv_7c68749e-27d9-422c-8b20-c405e94221a9_200x200.jpg?v=1727926923,Very Good,"$3,400",139215,,9.5 x 7.5 x 3.5,Dustbag;Authenticity Card,2016-2017,France,,,12-22,,,,
5be74a01-0d98-4bfa-b444-8a2a96ce62f2,Saint Laurent,Mimosa Yellow Eel Skin Small Kate Chain Bag,https://mygemma.com/cdn/shop/files/139198-fv_200x200.jpg?v=1727924928,Pristine,"$1,900",139198,"2,400",8.0 x 5.0 x 1.5,Dustbag,2023,Italy,Small,12,21,,,Eel,
51ae5914-fcf0-4f55-b7ec-b6b90a26db62,Saint Laurent,Black Quilted Nylon Small Lou Puffer Chain Bag,https://mygemma.com/cdn/shop/files/139148-fv_350aba8e-86f9-4a33-82c5-e8fec2799192_200x200.jpg?v=1727893992,Pristine,"$2,400",139148,"3,200",16.9 x 11.4 x 3.5,Dustbag;Care Booklet,2023,Italy,Small,,,,,,
0704c959-afd7-4b3e-87e5-a1cb93356efb,Saint Laurent,Beige Quilted Nubuck Small Puffer Chain Bag,https://mygemma.com/cdn/shop/files/139136-fv_200x200.jpg?v=1727927699,Excellent,"$2,300",139136,"3,350",11.0 x 7.5 x 4.3,Dustbag;Care Booklet,2023,Italy,Small,,10-18,,,,
b1b20f65-e817-4768-b6a6-b048591097bd,Saint Laurent,Black Quilted Patent Small Lou Puffer Chain Bag,https://mygemma.com/cdn/shop/files/139130-fv_200x200.jpg?v=1727924908,Excellent,"$2,300",139130,"2,990",10.5 x 6.5 x 4.5,Dustbag;Care Booklet,2022,Italy,Small,,11-20,,,,
264dc25b-04cf-4671-accc-8c545c79bb53,Chanel,Blue Quilted Caviar Deauville Bowling Bag,https://mygemma.com/cdn/shop/files/139116-fv_6faf5586-b7cf-4c0d-878f-23ba574b7c25_200x200.jpg?v=1727927680,Very Good,"$2,900",139116,,10.7 x 7.0 x 4.0,Authenticity Card,2014-2015,Italy,,4.00,14.5,,,,
710e0c69-a500-4931-b6ba-6cd35c1f9480,Louis Vuitton,Black Empreinte Vavin MM,https://mygemma.com/cdn/shop/files/139078-fv_200x200.jpg?v=1727924891,Very Good,"$2,700",139078,"3,100",11.0 x 8.0 x 4.0,Box;Dustbag,2020,US,MM,,13-23,,,,
6cf9e37e-62ff-484b-beff-800ec200a924,Louis Vuitton,Black Calfskin Aerogram Takeoff Briefcase,https://mygemma.com/cdn/shop/files/139076-fv_e7b71b5d-697a-49b2-a423-dc4593356ea3_200x200.jpg?v=1727924871,Very Good,"$1,900",139076,,15.4 x 11.5 x 3.3,Dustbag;ID Tag;Removable Straps,2021-2023,,,5.00,10-23,,,,
1e49bbe9-0567-41b8-bbda-537f9d490c08,Gucci,Gucci Green Matelasse Calfskin Small Aria Marmont Bag,https://mygemma.com/cdn/shop/files/139063-fv_200x200.jpg?v=1713412953,Very Good,"$1,150",139063,"1,790",9.25 x 5.5 x 2.5,Dustbag;Care Booklet,,Italy,Small,,23.5,,,,
c8136e95-c5c5-4eba-9edc-3bb4fa834eaa,Saint Laurent,Storm Grey Calfskin Y Quilted Monogram Medium Loulou,https://mygemma.com/cdn/shop/files/139045-fv_200x200.jpg?v=1727924850,Excellent,"$2,300",139045,"2,890",11.5 x 8.5 x 4.25,Box;Dustbag;Care Booklet,2021,Italy,Medium,,10.5-19,,,Calfskin,
7e57d866-cd35-43b5-94aa-ed93a7f6fea0,Louis Vuitton,x UF Black Red Tufted Monogram Speedy Bandouliere 25,https://mygemma.com/cdn/shop/files/138942-fv_200x200.jpg?v=1727893895,Excellent,"$2,300",138942,,11.0 x 7.5 x 7.0,Dustbag;Removable Straps,,France,25,5,20-22,,,,
f4048a8a-c84e-48df-bfb7-9b773d56e81e,Unknown Brand,Grey Canvas Cannage Medium Book Tote,https://mygemma.com/cdn/shop/files/138884-fv_51d32f4b-416e-4e2c-b681-c79f40cdd849_200x200.jpg?v=1727797298,Fair,"$1,500",138884,"3,350",14.0 x 11.0 x 5.5,Dustbag;Care Booklet,2020,Italy,,6.5,,,,,
a04b1054-cf9f-49e4-9328-e6446809ff6c,Louis Vuitton,Epi Denim Aztec Twist PM,https://mygemma.com/cdn/shop/files/138880-fv_200x200.jpg?v=1727925428,Fair,"$1,500",138880,,7.25 x 5.5 x 3.3,Dustbag;Care Booklet,2015,France,PM,,22,,,,
3c24c520-cabe-48bd-b9e0-9cdc1b8d3d8c,Gucci,Blue Wonka Grain Calfskin GG Monogram Star Embossed Crossbody,https://mygemma.com/cdn/shop/files/138833-fv_467911b6-7318-4586-a667-aecf2533c069_200x200.jpg?v=1727924833,Excellent,"$1,300",138833,,9.0 x 6.5 x 2.0,Dustbag;Care Booklet;Retail Tag,,Italy,,,23,,,,
0db38995-c6c7-40e0-ab91-8fd78871a276,Louis Vuitton,Tahitienne Monogram Canvas Mykonos Neverfull MM,https://mygemma.com/cdn/shop/files/138832-fv_35572a0f-e5ab-4c17-baa6-925c5e7a240b_200x200.jpg?v=1727924814,Good,"$2,800",138832,,12.6 x 11.0 x 6.7,Dustbag;Pochette,2017,France,MM,,8,,,,
baa7bf92-8dec-49cf-a6cb-bf2112eaa7b0,Louis Vuitton,Cream Puffy Lambskin Monogram Coussin PM,https://mygemma.com/cdn/shop/files/u137256-fv_a411eb85-2067-42ca-814d-9e4c7f8ab2ee_200x200.jpg?v=1727924465,Excellent,"$3,800",137256,,10.0 x 8.0 x 3.0,Additional Strap;Box;Dustbag;Gift Ribbon;Removable Straps,2021-2023,Italy,PM,11,14-22,Cream,,Lambskin,
c7f355b7-d80c-420c-9b2d-fe4a73bf7095,Louis Vuitton,White Monogram Taurillon Pochette Volga,https://mygemma.com/cdn/shop/files/138593-fv_2bf39c29-d0cc-42a0-97a1-db93018b52e9_200x200.jpg?v=1727925336,Excellent,"$1,800",138593,"1,940",8.5 x 4.75 x 1.75,Box;Dustbag;Removable Straps,2018,France,,,,,,Taurillon Leather,
888001c3-0865-4e89-9839-fc94fcfb0fbd,Chanel,Red Quilted Tweed Lambskin Old Medium Boy Bag,https://mygemma.com/cdn/shop/files/u138403-fv_29a5fba3-3576-4d12-96c8-bbec1da2a4dd_200x200.jpg?v=1727926333,Very Good,"$4,000",138403,,10.0 x 6.0 x 3.0,,2015-2016,France,Medium,11,20,Red,,Tweed; Lambskin,
52c9224a-341a-42c6-84d8-6a3c6a2e81ff,Chanel,Black Calfskin Caviar In The Mix Chevron Old Medium Boy Bag,https://mygemma.com/cdn/shop/files/138480-fv_3918092f-b9cb-4971-a577-5339c193ee77_200x200.jpg?v=1727894569,Very Good,"$4,200",138480,,9.75 x 5.75 x 3.0,Box;Dustbag,2016-2017,Italy,Medium,,20,,,,
b3d4a1d7-8b51-4199-a294-de8aa9a8dd55,Louis Vuitton,Monogram Canvas Game On Paname Set,https://mygemma.com/cdn/shop/files/138168-fv_200x200.jpg?v=1727924399,Excellent,"$2,700",138168,,5.5 x 7.5 x 1.25,Dustbag;Other;Poignet,2020,Italy,,,20,,,,
5300479e-a791-401a-8cb5-4ad5ce1a2ca8,Unknown Brand,Navy Logo Embroidered Adjustable Shoulder Strap,https://mygemma.com/cdn/shop/files/134960-fv_200x200.jpg?v=1727893184,Very Good,$750,134960,"1,200",,Box;Dustbag;Gift Ribbon;Retail Tag,,Italy,,,,Navy,,Embroidery and Calfskin,
19dbd138-7e0f-4855-b1ad-0acc5f38837f,Gucci,Beige Ebony Mystique White GG Supreme Web Small Jackie 1961,https://mygemma.com/cdn/shop/files/137069-fv_db928611-cef1-4341-9da0-d2d181b49561_200x200.jpg?v=1727926776,Pristine,"$2,100",137069,"2,550",7.5 x 5.0 x 1.5,Additional Strap;Dustbag;Care Booklet;Removable Straps,,Italy,Small,5,21,Beige Ebony Mystic White,,GG Supreme,
fdf6b9c2-6a08-4907-894f-307feea8cab4,Louis Vuitton,Monogram Canvas CarryAll PM,https://mygemma.com/cdn/shop/files/138749-fv_ab0ad512-1ff8-4285-a5f5-2306de100d7c_200x200.jpg?v=1727924387,Very Good,"$1,900",138749,"2,450",11.5 x 8.5 x 5.5,Dustbag,2021-2023,US,,,11-14,,,,
39461a70-3999-46d8-8f87-0c1c978c2989,Unknown Brand,Black Gold Goyardine Canvas Saint Louis PM,https://mygemma.com/cdn/shop/files/138690-fv_ea278ee1-c336-4aa6-a25b-496b3298fe88_200x200.jpg?v=1727893153,Pristine,"$2,700",138690,,13.5 x 11.0 x 6.0,Dustbag;Pochette;Receipt;Care Booklet;Felt Protector;Retail Tag,2023,France,PM,,7.5,Black; Gold,,Canvas,
3bd1c27a-b4ba-4ad4-a6d1-72ca5bb12354,Chanel,Metallic Blue White Tweed Mini Rectangular Flap Bag,https://mygemma.com/cdn/shop/files/138676-fv_200x200.jpg?v=1727926888,Very Good,"$4,000",138676,,7.8 x 4.7 x 3.0,Box;Dustbag;Authenticity Card,2019,Italy,,,23,,,Tweed,
8a68aec5-dcb4-4dc2-9b09-fda96e878087,Chanel,Green Quilted Caviar Sweetheart Mini Flap Bag,https://mygemma.com/cdn/shop/files/138572-fv_c7ee68db-c73b-4525-a314-8f19d85da686_200x200.jpg?v=1727924368,Pristine,"$6,400",138572,,7.2 x 5.0 x 2.5,Box;Dustbag;Gift Ribbon;Care Booklet,,Italy,Mini,,13-26,Green,,Caviar,
